City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,sparta,43.9441,-90.8129,35.74,93,100,11.5,US,1732569192
360,pajara,28.3504,-14.1076,69.31,79,79,6.11,ES,1732569192
361,puyang,29.4603,119.8861,46.58,81,90,4.9,CN,1732569192
362,san julian,21.0167,-102.1667,78.94,14,82,3.67,MX,1732569192
363,east london,-33.0153,27.9116,72.28,82,97,18.79,ZA,1732569192
364,carutapera,-1.195,-46.02,80.17,76,58,9.48,BR,1732569193
365,san antonio de pale,-1.4014,5.6325,79.03,82,100,9.8,GQ,1732569193
366,ciudad satelite,19.5167,-99.25,73.9,16,0,7.14,MX,1732569193
367,tlahualilo de zaragoza,26.1167,-103.45,86.11,16,5,1.43,MX,1732569193
368,nago,26.5881,127.9761,72.61,76,82,8.77,JP,1732569193
369,suva,-18.1416,178.4415,78.28,89,75,4.61,FJ,1732569193
370,bikenibeu village,1.3673,173.1241,82.54,80,11,20.94,KI,1732569193
371,yangambi,0.8102,24.4336,70.54,97,90,2.21,CD,1732569193
372,morehead city,34.7229,-76.726,66.2,71,0,6.91,US,1732569131
373,westport,41.1415,-73.3579,52.29,46,0,8.05,US,1732569058
374,carbonear,47.7332,-53.2148,43.23,97,100,2.86,CA,1732569194
375,poronaysk,49.2167,143.1167,19.74,76,10,3.91,RU,1732569194
376,stavern,59.0,10.0333,47.17,90,38,24.7,NO,1732569195
377,saudarkrokur,65.7461,-19.6394,15.91,78,4,14.74,IS,1732569195
378,bloemhof,-27.6469,25.607,76.03,38,1,10.89,ZA,1732569195
379,fort st. john,56.2499,-120.8529,-0.94,92,43,3.6,CA,1732569195
380,alamar,23.1583,-82.2769,79.03,74,83,16.91,CU,1732569195
381,naama,33.2667,-0.3167,54.41,50,90,6.22,DZ,1732569195
382,mamontovo,52.7055,81.6244,17.46,92,55,4.16,RU,1732569195
383,kiunga,-6.1219,141.2906,74.17,100,95,0.51,PG,1732569195
384,kirakira,-10.4544,161.9205,84.0,76,80,4.97,SB,1732569196
385,barclayville,4.6797,-8.2339,78.17,84,47,3.96,LR,1732569196
386,tonghua,41.7201,125.9219,32.36,100,100,1.5,CN,1732569196
387,pasuquin,18.3328,120.6177,77.0,81,22,4.68,PH,1732569196
388,yunyang,33.4474,112.7142,36.93,40,0,4.9,CN,1732569196
389,arteche,12.2645,125.4048,77.83,91,100,7.45,PH,1732569196
390,olinda,-8.0089,-34.8553,80.33,78,20,6.91,BR,1732568949
391,fort saskatchewan,53.7168,-113.2187,10.78,92,32,7.9,CA,1732569197
392,sao fidelis,-21.6461,-41.7469,68.83,83,36,5.35,BR,1732569197
393,nola,40.922,14.5329,57.06,87,90,1.83,IT,1732569197
394,murun-kuren,49.6342,100.1625,8.64,70,20,9.26,MN,1732569197
395,usinsk,65.9939,57.5281,25.66,84,100,38.32,RU,1732569197
396,maputo,-25.9653,32.5892,78.48,78,0,10.36,MZ,1732569106
397,cascais,38.6979,-9.4215,61.05,76,100,1.01,PT,1732569198
398,pangai,-19.8,-174.35,76.69,82,100,15.26,TO,1732569198
399,sao vicente,-23.9631,-46.3919,75.97,26,13,4.72,BR,1732569198
400,al hamul,31.3115,31.1477,56.95,75,100,10.54,EG,1732569198
401,antsiranana,-12.2787,49.2917,78.13,83,95,16.28,MG,1732569198
402,luderitz,-26.6481,15.1594,60.39,85,9,17.45,NA,1732569198
403,yermakovskoye,53.2831,92.4003,15.35,91,20,3.69,RU,1732569199
404,ca mau,9.1769,105.15,77.9,89,100,7.74,VN,1732569199
405,pacific grove,36.6177,-121.9166,64.65,88,100,28.99,US,1732569199
406,ticleni,44.8833,23.4,37.45,51,100,1.43,RO,1732569199
407,sakchu-up,40.3894,125.0467,39.79,98,100,5.12,KP,1732569199
408,panshan,41.1881,122.0494,26.17,70,98,8.59,CN,1732569200
409,kem',64.9555,34.5793,39.4,99,100,15.55,RU,1732569200
410,vilyuysk,63.7553,121.6247,-16.71,95,100,4.38,RU,1732569200
411,loango,-4.6719,11.8312,78.22,88,93,4.65,CG,1732569200
412,nizhniy odes,63.6445,54.856,22.57,87,100,16.24,RU,1732569200
413,gweru,-19.45,29.8167,66.33,62,96,6.49,ZW,1732568936
414,abbeville,50.1,1.8333,45.48,87,100,9.19,FR,1732569150
415,amahai,-3.3333,128.9167,79.03,82,98,4.36,ID,1732569201
416,shiwan,22.9969,113.0799,61.95,60,100,17.76,CN,1732568931
417,rumonge,-3.9736,29.4386,71.24,84,67,3.44,BI,1732569201
418,kajiado,-1.8524,36.7768,61.14,90,99,6.51,KE,1732569201
419,tiganesti,43.9,25.3667,38.03,51,48,4.03,RO,1732569201
420,atar,20.5169,-13.0499,83.19,12,0,9.78,MR,1732569201
421,port saint john's,-31.6229,29.5448,75.67,89,100,17.49,ZA,1732569202
422,timbuktu,16.7735,-3.0074,80.49,11,8,10.0,ML,1732569202
423,portland,45.5234,-122.6762,52.02,84,75,7.0,US,1732569202
424,pauini,-7.7136,-66.9764,80.15,80,100,1.39,BR,1732569202
425,morant bay,17.8815,-76.4093,78.39,89,100,11.39,JM,1732569202
426,kibi,6.1649,-0.5538,73.09,86,2,2.28,GH,1732569202
427,krasnoznamensk,55.5994,37.0386,27.81,93,0,8.95,RU,1732569202
428,ridder,50.355,83.5133,21.94,75,28,5.26,KZ,1732568940
429,great bend,38.3645,-98.7648,42.93,42,0,12.66,US,1732569203
430,cold lake,54.4502,-110.2017,14.34,70,82,6.71,CA,1732569203
431,nueva concepcion,14.2,-91.3,84.18,67,0,6.96,GT,1732569203
432,lucapa,-8.4192,20.7447,63.52,97,100,2.01,AO,1732569203
433,hacienda huancane,-15.8222,-70.8856,49.87,57,100,3.67,PE,1732569203
434,sao joao da barra,-21.6403,-41.0511,73.49,68,10,10.25,BR,1732569203
435,at taj,24.2049,23.2857,50.85,50,0,10.51,LY,1732569203
436,castillos,-34.1667,-53.8333,68.85,96,100,7.54,UY,1732569204
437,ribeira brava,32.65,-17.0667,69.71,83,100,2.06,PT,1732569204
438,la foa,-21.7108,165.8276,76.55,77,71,2.28,NC,1732569204
439,tamanrasset,22.785,5.5228,62.51,31,0,3.44,DZ,1732569204
440,togur,58.3631,82.8265,19.26,90,100,6.26,RU,1732569204
441,yatou,37.15,122.3833,37.58,55,3,17.38,CN,1732569204
442,leava,-14.3,-178.1667,81.75,78,100,12.37,WF,1732569204
443,manokwari,-0.8667,134.0833,79.05,72,100,3.8,ID,1732569022
444,la tuque,47.4334,-72.7824,36.61,82,100,6.51,CA,1732568936
445,pandan,14.0453,124.1694,78.85,87,83,9.51,PH,1732569205
446,luau,-10.7073,22.2247,64.83,97,100,1.81,AO,1732569205
447,ingeniero jacobacci,-41.3427,-69.5448,68.52,21,12,32.35,AR,1732569205
448,fada,7.25,4.0667,73.81,88,48,2.73,NG,1732569205
449,kuala tungkal,-0.8167,103.4667,77.32,92,100,2.42,ID,1732569205
450,port alfred,-33.5906,26.891,69.19,85,100,7.0,ZA,1732569205
451,bantogon,6.5333,124.0333,79.36,83,100,5.28,PH,1732569205
452,sitka,57.0531,-135.33,40.89,56,100,5.75,US,1732569205
453,mejit,10.2753,170.8646,82.87,83,60,18.63,MH,1732569205
454,antonio enes,-16.2325,39.9086,79.43,81,23,2.33,MZ,1732569206
455,aswan,24.0934,32.907,57.7,43,0,10.07,EG,1732569206
456,mendi,-6.1761,143.6513,56.19,95,85,3.04,PG,1732569206
457,novofedorivka,46.1713,32.3178,32.7,65,96,11.63,UA,1732569206
458,steamboat springs,40.485,-106.8317,31.33,64,0,1.01,US,1732569206
459,remire-montjoly,4.9167,-52.2667,84.24,79,90,9.22,GF,1732569206
460,baillif,16.0202,-61.7463,82.62,71,11,12.37,GP,1732569206
461,algarrobo,10.1869,-74.5753,85.86,73,100,4.52,CO,1732569206
462,galesong,-5.3166,119.3661,79.9,82,87,6.87,ID,1732569207
463,dunedin,-45.8742,170.5036,58.42,72,80,6.64,NZ,1732569207
464,khorixas,-20.3667,14.9667,67.26,38,3,12.06,NA,1732569207
465,nioki,-2.7167,17.6833,72.01,97,78,1.36,CD,1732569207
466,fyodorovka,53.6314,62.7078,16.14,92,9,3.83,KZ,1732569207
467,trairi,-3.2778,-39.2689,78.96,74,16,9.22,BR,1732569128
468,crane,31.3974,-102.3501,62.62,34,89,14.83,US,1732569207
469,mahajanga,-15.7167,46.3167,81.63,81,100,4.7,MG,1732569207
470,paramonga,-10.6667,-77.8333,68.94,81,79,10.33,PE,1732569208
471,copiapo,-27.3667,-70.3333,77.29,35,60,8.19,CL,1732568959
472,champerico,14.3,-91.9167,81.79,71,0,11.43,GT,1732569208
473,oranjemund,-28.55,16.4333,60.87,88,67,6.33,NA,1732569208
474,les cayes,18.2,-73.75,79.34,81,100,1.72,HT,1732569208
475,twon-brass,4.3151,6.2418,81.99,75,100,10.45,NG,1732569208
476,cibitoke,-2.8833,29.25,61.99,89,84,3.65,BI,1732569073
477,wakkanai,45.4094,141.6739,34.57,56,9,5.57,JP,1732569208
478,aleg,17.0481,-13.9209,87.04,11,0,10.58,MR,1732569209
479,inirida,3.8653,-67.9239,88.34,65,84,1.1,CO,1732569209
480,telsiai,55.9814,22.2472,44.47,76,100,19.84,LT,1732569209
481,guerrero negro,27.9769,-114.0611,73.35,51,55,10.27,MX,1732569209
482,dombarovskiy,50.7587,59.5386,24.3,81,5,7.67,RU,1732569209
483,ulladulla,-35.35,150.4667,71.11,69,100,7.02,AU,1732569209
484,puerto san jose,13.9256,-90.8244,89.65,55,40,6.91,GT,1732569209
485,chibougamau,49.9168,-74.3659,29.82,100,75,3.44,CA,1732569210
486,shagonar,51.5333,92.8,8.56,99,98,2.62,RU,1732569210
487,beyneu,45.3167,55.2,35.35,81,0,9.55,KZ,1732569210
488,nobres,-14.7203,-56.3275,84.04,73,79,4.05,BR,1732569210
489,kavaratti,10.5669,72.642,82.38,67,89,7.47,IN,1732569211
490,rawson,-43.3002,-65.1023,68.83,44,60,30.71,AR,1732569211
491,shohimardon,39.9839,71.8028,41.76,45,82,8.97,UZ,1732569211
492,el granada,37.5027,-122.4694,56.35,93,100,4.61,US,1732569211
493,harstad,68.799,16.5293,32.16,92,100,6.53,NO,1732569211
494,kargasok,59.0556,80.8572,21.09,85,50,9.1,RU,1732569211
495,flin flon,54.7682,-101.865,13.19,88,100,6.15,CA,1732569212
496,nema,57.5067,50.5011,27.77,99,72,1.77,RU,1732569212
497,fortaleza,-3.7227,-38.5247,82.53,74,0,8.05,BR,1732568926
498,darwin,-12.4611,130.8418,78.78,87,92,3.44,AU,1732569212
499,yuzhno-kurilsk,44.0306,145.8556,34.43,69,10,13.78,RU,1732569212
500,tsiombe,-25.3,45.4833,75.85,89,70,13.49,MG,1732569212
